Number,Name,Platform,Year,Genre,Publisher,Global_Sales
745,BioShock 2,X360,2010,Shooter,Take-Two Interactive,2.2
746,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,2.2
747,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,2.19
748,Kirby's Pinball Land,GB,1992,Misc,Nintendo,2.19
749,Donkey Kong Country,GB,2000,Platform,Nintendo,2.19
750,Madden NFL 15,PS4,2014,Sports,Electronic Arts,2.19
751,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,2.19
752,Saints Row,X360,2006,Action,THQ,2.18
753,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,2.18
754,ATV Offroad Fury 2,PS2,2002,Racing,THQ,2.18
755,FIFA 15,XOne,2014,Sports,Electronic Arts,2.18
756,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,2.17
757,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,2.17
758,Tennis,NES,1984,Sports,Nintendo,2.17
759,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,2.16
760,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,2.16
761,The Sims: House Party,PC,2001,Simulation,Electronic Arts,2.16
762,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,2.16
763,Sonic Unleashed,Wii,2008,Platform,Sega,2.16
764,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,2.15
765,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,2.15
766,Volleyball,NES,1987,Sports,Nintendo,2.15
767,Skylanders SWAP Force,Wii,2013,Platform,Activision,2.15
768,Overwatch,PS4,2016,Shooter,Activision,2.14
769,Hitman: Absolution,PS3,2012,Action,Square Enix,2.14
770,SimCity 2000,PC,1992,Simulation,Maxis,2.14
771,R.C. Pro-Am,NES,1988,Racing,Nintendo,2.14
772,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,2.14
773,Mahjong,NES,1983,Misc,Nintendo,2.14
774,Demon Attack,2600,1981,Shooter,Imagic,2.13
775,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,2.13
776,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,2.13
777,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,2.13
778,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,2.12
779,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,2.12
780,Golf,GB,1989,Sports,Nintendo,2.12
781,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,2.11
782,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,2.11
783,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,2.11
784,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,2.11
785,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,2.11
786,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,2.11
787,Parasite Eve,PS,1998,Role-Playing,SquareSoft,2.1
788,Tetris DS,DS,2006,Puzzle,Nintendo,2.1
789,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,2.1
790,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,2.1
791,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,2.1
792,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,2.1
793,Borderlands,PS3,2009,Shooter,Take-Two Interactive,2.09
794,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,2.09
795,Derby Stallion,PS,1997,Sports,ASCII Entertainment,2.09
796,NBA 2K11,X360,2010,Action,Take-Two Interactive,2.09
797,Finding Nemo,PS2,2003,Action,THQ,2.09
798,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,2.09
799,Yokai Watch,3DS,2013,Role-Playing,Nintendo,2.09
800,Dead Rising,X360,2006,Action,Capcom,2.08
801,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,2.08
802,Tetris Worlds,PS2,2002,Puzzle,THQ,2.08
803,Final Fantasy III,DS,2006,Role-Playing,Square Enix,2.08
804,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.08
805,Mario Party 5,GC,2003,Misc,Nintendo,2.08
806,Rock Band,Wii,N/A,Misc,MTV Games,2.08
807,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,2.08
808,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,2.08
809,Portal 2,X360,2011,Shooter,Valve Software,2.08
810,Mario Sports Mix,Wii,2010,Sports,Nintendo,2.08
811,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,2.07
812,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,2.07
813,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,2.07
814,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,2.07
815,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,2.07
816,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,2.07
817,UFC 2009 Undisputed,X360,2009,Fighting,THQ,2.06
818,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,2.06
819,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,2.06
820,Wipeout: The Game,Wii,2009,Misc,Mindscape,2.06
821,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,2.06
822,The Incredibles,GBA,2004,Action,THQ,2.06
823,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,2.06
824,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,2.06
825,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,2.06
826,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,2.06
827,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,2.05
828,Sonic Mega Collection,GC,2002,Misc,Infogrames,2.05
829,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,2.05
830,Madden NFL 15,X360,2014,Sports,Electronic Arts,2.05
831,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,2.05
832,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,2.05
833,NBA Jam,GEN,1992,Sports,Arena Entertainment,2.05
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,2.04
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,2.04
836,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,2.04
837,Donkey Kong Country,GBA,2003,Platform,Nintendo,2.04
838,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,2.04
839,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,2.04
840,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,2.03
841,Carnival Games,DS,2008,Misc,Take-Two Interactive,2.03
842,NBA Live 2004,PS2,2003,Sports,Electronic Arts,2.03
843,Call of Duty 2,X360,2005,Shooter,Activision,2.03
844,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,2.03
845,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,2.02
846,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,2.02
847,Just Dance 3,X360,2011,Misc,Ubisoft,2.02
848,Battlefield 4,XOne,2013,Shooter,Electronic Arts,2.02
849,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,2.01
850,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,2.01
851,Just Dance 2015,Wii,2014,Misc,Ubisoft,2.01
852,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,2.01
853,Super Street Fighter II,SNES,1993,Fighting,Nintendo,2
854,Dead Space,PS3,2008,Action,Electronic Arts,2
855,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,2
856,TouchMaster,DS,2007,Puzzle,Midway Games,2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
